Category,Topology,Source Framework,Precision,Inferred With,CPU,GPU,NPU
Large Language Model,internlm2-chat-7b,pytorch,INT4,Optimum Intel,+,,
Large Language Model,internlm2-chat-7b-sft,pytorch,INT4,Optimum Intel,+,,
Large Language Model,internlm2-math-7b,pytorch,INT4,Optimum Intel,+,,
Large Language Model,internlm2-math-base-7b,pytorch,INT4,Optimum Intel,+,,
Large Language Model,Magicoder-CL-7B,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Magicoder-DS-6.7B,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Magicoder-S-CL-7B,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Magicoder-S-DS-6.7B,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Llama-2-13b-chat-hf,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Llama-2-13b-hf,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Llama-2-7b-chat-hf,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Llama-2-7b-hf,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Meta-Llama-3-8B,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Meta-Llama-3-8B-Instruct,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Meta-Llama-Guard-2-8B,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Phi-3-medium-4k-instruct,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Phi-3-mini-128k-instruct,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,phi-2,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Mistral-7B-Instruct-v0.2,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Mistral-7B-Instruct-v0.3,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Mistral-7B-v0.3,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,mpt-7b,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,mpt-7b-8k,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,mpt-7b-8k-chat,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,mpt-7b-chat,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,mpt-7b-instruct,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,mpt-7b-storywriter,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,gpt2,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,MiniCPM-2B-sft-bf16,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,stablelm-2-12b,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,stablelm-2-12b-chat,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,stablelm-2-1_6b,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,stablelm-2-1_6b-chat,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,stablelm-2-zephyr-1_6b,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,stablelm-3b-4e1t,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,stablelm-base-alpha-3b,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,stablelm-tuned-alpha-7b,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,stablelm-zephyr-3b,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,BioMedLM,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,falcon-11B,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,falcon-7b,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,falcon-7b-instruct,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Pythia-Chat-Base-7B,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,RedPajama-INCITE-7B-Base,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,RedPajama-INCITE-7B-Chat,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,RedPajama-INCITE-7B-Instruct,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,RedPajama-INCITE-Chat-3B-v1,pytorch,INT4,Optimum Intel,+,+,
Audio Classification,ast-finetuned-speech-commands-v2,pytorch,intel-optimum default,Optimum Intel,+,+,
Audio Classification,wav2vec2-base-superb-sid,pytorch,intel-optimum default,Optimum Intel,+,+,
Audio Classification,wav2vec2-base-superb-sd,pytorch,intel-optimum default,Optimum Intel,+,+,
Audio Classification,unispeech-sat-base-plus-sd,pytorch,intel-optimum default,Optimum Intel,+,+,
Audio,wav2vec2-base-superb-sv,pytorch,intel-optimum default,Optimum Intel,+,+,
Audio,unispeech-sat-base-sv,pytorch,intel-optimum default,Optimum Intel,+,+,
Audio,unispeech-sat-large-sv,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,bge-large-en-v1.5,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,BERT-Large-CT-STSb,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,bert-base-cased-conversational,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,Polish_RoBERTa_large_OPI,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,sup-simcse-roberta-base,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,distilbert-base-nli-mean-tokens,pytorch,intel-optimum default,Optimum Intel,+,+,
Image Classification,mobilevit-xx-small,pytorch,intel-optimum default,Optimum Intel,+,+,
Image Classification,convnext-base-224,pytorch,intel-optimum default,Optimum Intel,+,+,
Image Classification,levit-256,pytorch,intel-optimum default,Optimum Intel,+,+,
Object Detection,mobilenet_v1_1.0_224,pytorch,intel-optimum default,Optimum Intel,+,+,
Object Detection,mobilenet_v2_1.4_224,pytorch,intel-optimum default,Optimum Intel,+,+,
Image Classification,vit-base-patch16-224,pytorch,intel-optimum default,Optimum Intel,+,+,
Image Classification,beit-base-patch16-224-pt22k-ft22k,pytorch,intel-optimum default,Optimum Intel,+,+,
Image Classification,resnet-18,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,roberta-base,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,roberta-large,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,xlm-roberta-base,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,xlm-roberta-large,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,albert-base-v2,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,albert-large-v2,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,electra-base-french-europeana-cased-generator,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,distilbert-base-uncased,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,bert-base-uncased,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,bert-large-uncased,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,roformer_small_generator,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,ibert-roberta-base,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,deberta-v3-large,pytorch,intel-optimum default,Optimum Intel,+,+,
Image Generation,pix2struct-base,pytorch,intel-optimum default,Optimum Intel,+,+,
Large Language Model,roberta-large-squadv2,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,bert-base-cased-squad2,pytorch,intel-optimum default,Optimum Intel,+,+,
Large Language Model,roberta-base-squad2,pytorch,intel-optimum default,Optimum Intel,+,+,
Large Language Model,distilbert-base-uncased-distilled-squad,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,bert-large-uncased-whole-word-masking-finetuned-squad,pytorch,intel-optimum default,Optimum Intel,+,+,
Large Language Model,bert-small-finetuned-squadv2,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,blenderbot-400M-distill,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,m2m100_418M,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,mbart-large-50-many-to-one-mmt,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,t5-base,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,mt5-base,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,bart-base-japanese,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,pegasus-samsum,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,marian-finetuned-kde4-en-to-cn-accelerate,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,albert-base-v2-sst2,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,bge-reranker-base,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,bge-reranker-large,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,electra-large-discriminator-nli-efl-tweeteval,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,xlm-roberta-large-en-ru-mnli,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,roberta-large-mnli,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,ibert-roberta-base-finetuned-mrpc,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,albert-large-v2-finetuned-mnli,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,twitter-roberta-base-sentiment-latest,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,ms-marco-electra-base,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,distilbert-base-uncased-finetuned-sst-2-english,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,bert-large-uncased-whole-word-masking-finetuned-sst-2,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,convbert-base-turkish-mc4-toxicity-uncased,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,xlm-roberta-base-language-detection,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,bert-base-uncased-yelp-polarity,pytorch,intel-optimum default,Optimum Intel,+,+,
Speech Recognition,distil-large-v3,pytorch,intel-optimum default,Optimum Intel,+,+,
Speech Recognition,distil-medium.en,pytorch,intel-optimum default,Optimum Intel,+,+,
Speech Recognition,whisper-base,pytorch,intel-optimum default,Optimum Intel,+,+,
Speech Recognition,whisper-large-v2,pytorch,intel-optimum default,Optimum Intel,+,+,
Speech Recognition,whisper-medium,pytorch,intel-optimum default,Optimum Intel,+,+,
Speech Recognition,whisper-small,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,xlm-roberta-large-finetuned-conll03-english,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,roberta-large-ner-english,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,bert-base-NER,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,bert-large-NER,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,distilbert-NER,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,xlm-roberta-base-uncased-conll2003,pytorch,intel-optimum default,Optimum Intel,+,+,
Natural Language Processing,klue-roberta-base-ner,pytorch,intel-optimum default,Optimum Intel,+,+,
Image to Text,trocr-base-handwritten,pytorch,intel-optimum default,Optimum Intel,+,+,
